ID;sexe;situation_relationnelle;duree_relation;sexe_partenaire;enceinte;partenaire_enceinte;enfants;souhait_enfant;partenaires_femmes;partenaires_hommes;grossesse_anterieure;grossesse_anterieure_partenaire;grossesse_cont_aucune;grossesse_cont_pres;grossesse_cont_autre;cont_pilule;cont_sterilet;cont_implant;cont_preservatif_masculin;cont_retrait;cont_autres;cont_aucun;nocont_inactivite;nocont_enfant_souhait;nocont_enfant_impossible;pilule_lendemain;pilule_lendemain_cause;opinion_epanouie;opinion_grossir;opinion_contrainte;opinion_difficulte_apres;opinion_sante;probleme_medical;probleme_endometriose;probleme_regles_douloureuses;probleme_acne;medecin_gyneco;medecin_effets_secondaires;medecin_benefices;medecin_risques;mutuelle;renoncement_soins;habitat_TUU2014;demo_age;demo_diplome;demo_revenus;religion_importance;religion_education;politique_gauche_droite;ponderation
256;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;2;3;3;3;1;2;2;2;2;1;1;1;2;1;2;1;3;5;12;2;1;4;0,346634493
257;2;1;3;1;3;6;1;1;0;1;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;5;5;1;1;2;2;2;2;1;2;2;2;2;1;0;2;2;4;4;1;6;1,142376539
258;2;1;3;1;1;6;1;2;0;4;1;6;2;1;2;6;6;6;6;6;6;6;6;6;6;6;1;1;3;2;2;2;2;2;2;1;1;1;1;2;1;2;3;3;5;12;1;1;4;0,459156351
259;2;1;3;1;3;6;2;1;0;4;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;2;3;4;2;4;2;2;2;1;1;2;2;1;1;2;4;2;5;9;1;2;6;0,627807164
260;1;2;6;6;6;6;1;2;1;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;4;4;3;2;6;6;6;6;6;6;6;6;1;2;3;8;4;11;2;1;4;0,805338652
261;1;1;3;2;6;3;1;2;2;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;2;3;2;4;6;6;6;6;6;6;6;6;1;2;2;5;5;12;2;1;8;0,41910703
262;1;2;6;6;6;6;1;2;20;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;2;3;2;5;6;6;6;6;6;6;6;6;2;1;4;6;4;6;3;1;6;1,603803674
263;2;2;6;6;3;6;2;3;5;30;2;6;6;6;6;2;2;2;2;2;2;1;2;2;1;1;66;5;2;2;2;5;2;2;2;2;1;2;2;1;1;1;2;7;1;6;1;2;8;1,062742574
264;2;1;3;1;3;6;1;3;0;1;1;6;1;2;2;7;7;7;7;7;7;7;6;6;6;1;66;1;2;4;2;2;1;2;2;2;1;1;2;2;1;2;2;9;1;10;2;2;8;3,496808526
265;1;1;3;2;6;3;1;2;40;0;6;1;1;2;2;1;2;2;2;1;2;2;6;6;6;1;66;5;3;4;2;4;6;6;6;6;6;6;6;6;1;2;0;1;4;8;1;1;8;0,661225183
266;2;1;3;1;3;6;1;2;0;9;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;1;3;2;5;5;2;1;2;2;1;1;1;2;1;2;2;5;2;10;2;2;4;0,996766555
267;1;1;3;1;6;6;1;1;0;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;4;2;4;4;3;4;6;6;6;6;6;6;6;6;1;2;3;5;2;10;3;2;77;1,001016764
268;2;1;3;1;3;6;1;2;2;99;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;6;3;5;4;2;4;5;2;2;2;1;1;2;2;1;1;2;2;4;2;11;1;2;8;0,908454292
269;1;2;6;6;6;6;2;3;2;90;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;3;2;2;2;6;6;6;6;6;6;6;6;1;2;3;8;2;7;2;1;5;0,355028514
270;1;2;6;6;6;6;1;2;15;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;2;1;3;3;1;1;6;6;6;6;6;6;6;6;1;1;3;8;1;4;1;2;5;1,911634566
271;2;1;3;1;3;6;1;2;0;1;1;6;2;1;2;2;2;2;2;1;1;2;6;6;6;1;66;2;3;2;5;2;2;2;2;2;1;1;2;2;1;1;2;6;3;77;3;1;6;3,978920857
272;2;2;6;6;3;6;2;1;0;0;6;6;6;6;6;2;2;2;2;2;1;2;6;6;6;1;66;3;5;5;5;5;2;2;2;2;2;6;6;6;1;2;1;3;3;7;4;1;3;0,415538937
273;2;2;6;6;3;6;1;1;0;4;1;6;2;2;1;2;1;2;2;2;2;2;6;6;6;1;66;2;1;1;2;5;2;2;2;2;1;1;2;2;96;96;1;5;96;96;96;96;996;1,709237903
274;1;1;3;2;6;2;2;1;3;0;6;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;66;2;3;2;2;4;6;6;6;6;6;6;6;6;1;2;4;2;4;11;3;1;5;1,26419374
275;1;1;3;2;6;3;1;2;10;0;6;1;2;2;1;1;2;2;2;2;2;2;6;6;6;1;66;2;5;2;5;5;6;6;6;6;6;6;6;6;1;2;4;6;2;12;1;2;5;0,635983473
276;1;1;3;2;6;3;2;1;25;0;6;2;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;4;2;2;5;5;6;6;6;6;6;6;6;6;1;2;4;2;1;10;1;2;9;1,528754074
277;2;1;3;1;3;6;1;2;0;4;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;6;3;2;5;1;5;2;2;2;2;2;1;1;2;2;1;2;4;5;4;11;1;1;5;0,683093323
278;2;1;1;1;3;6;1;3;0;1;2;6;6;6;6;2;2;2;2;2;2;1;2;2;1;1;66;1;4;4;2;1;2;2;2;2;1;2;2;1;1;2;1;9;2;8;1;2;6;1,602234348
279;1;1;3;2;6;3;1;2;1;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;1;3;2;3;1;6;6;6;6;6;6;6;6;1;2;4;4;5;13;2;2;5;0,547573373
280;1;1;3;2;6;3;1;2;30;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;1;5;4;4;1;6;6;6;6;6;6;6;6;1;2;2;6;4;12;1;1;9;1,183231461
281;2;1;3;1;1;6;1;1;0;2;1;6;1;2;2;6;6;6;6;6;6;6;6;6;6;1;66;2;4;1;4;5;2;2;2;2;1;1;2;2;1;2;0;2;4;12;1;2;6;0,384418403
282;2;1;3;1;3;6;2;2;0;20;2;6;6;6;6;2;2;2;2;2;2;1;1;2;1;1;66;2;3;3;5;5;1;2;2;2;1;1;1;2;1;2;3;8;4;13;1;1;1;0,233011546
283;2;1;3;1;3;6;1;2;0;30;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;1;3;3;3;3;1;2;2;2;1;2;2;1;1;1;1;5;2;9;1;1;5;1,21775068
284;2;1;2;1;3;6;2;2;0;4;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;5;5;2;4;5;2;2;1;2;1;2;2;1;8;1;1;5;3;6;3;1;9;0,323779508
285;2;1;3;1;3;6;1;2;0;1;1;6;2;2;1;2;2;2;2;2;2;1;1;2;2;1;66;5;5;1;5;5;2;2;2;2;1;2;2;1;1;2;1;9;2;9;3;1;11;1,2010835
286;1;1;3;2;6;3;2;2;1;0;6;2;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;1;2;4;5;5;6;6;6;6;6;6;6;6;1;2;2;9;4;12;1;2;8;2,139544104
287;2;1;3;1;3;6;1;1;0;4;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;6;2;5;5;1;1;1;2;2;2;2;2;6;6;6;96;96;3;3;5;12;96;96;996;0,379616588
288;2;2;6;6;3;6;2;1;0;4;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;2;2;2;5;4;2;2;2;2;1;1;1;2;1;2;2;1;4;12;1;1;8;3,525004153
289;1;1;3;2;6;2;2;1;5;0;6;2;6;6;6;2;2;2;2;2;2;1;2;1;2;1;66;2;2;2;1;5;6;6;6;6;6;6;6;6;1;2;0;1;4;11;1;1;1;0,422368509
290;1;1;3;2;6;2;1;1;5;0;6;2;6;6;6;2;2;2;2;2;2;1;2;1;2;1;66;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;3;1;1;3;1;2;6;2,253571018
291;1;1;2;2;6;3;2;1;5;0;6;2;6;6;6;2;1;2;1;2;2;2;6;6;6;1;66;2;5;2;1;1;6;6;6;6;6;6;6;6;2;1;4;1;4;77;1;2;9;1,883212743
292;1;2;6;6;6;6;2;1;50;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;4;2;5;5;6;6;6;6;6;6;6;6;1;2;4;4;3;12;1;2;3;1,748214309
293;2;1;3;1;3;6;1;3;0;3;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;2;1;1;1;1;2;2;2;2;1;1;1;2;1;2;0;5;2;77;3;1;3;0,845872138
294;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;2;2;2;2;2;2;1;2;2;2;1;66;4;4;1;5;5;2;2;2;2;1;2;2;1;1;2;0;5;4;12;1;1;6;0,418993028
295;1;1;3;2;6;3;2;1;10;0;6;2;6;6;6;1;2;2;1;2;1;2;6;6;6;8;88;5;5;5;5;5;6;6;6;6;6;6;6;6;8;7;2;1;2;77;4;1;88;0,857226854
296;1;1;3;2;6;3;1;2;2;0;6;1;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;2;2;1;1;1;6;6;6;6;6;6;6;6;1;2;0;5;96;96;96;96;NA;0,523474271
297;2;1;3;1;3;6;1;2;0;15;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;5;4;3;1;2;2;2;1;1;1;1;1;2;1;2;3;3;5;12;3;1;7;0,459156351
298;2;1;3;1;3;6;1;1;0;5;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;2;3;3;5;2;2;2;1;1;2;2;1;1;2;3;3;4;11;2;1;7;0,613113358
299;1;1;3;2;6;3;1;2;7;0;6;2;6;6;6;2;2;2;2;1;2;2;6;6;6;1;66;4;3;1;1;3;6;6;6;6;6;6;6;6;96;96;3;7;3;6;96;96;996;1,310671119
300;2;2;6;6;3;6;1;2;0;2;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;5;2;1;5;2;2;2;2;1;2;2;1;1;2;0;8;1;8;2;1;3;0,602064384
301;1;1;3;2;6;3;2;2;1;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;5;5;5;5;6;6;6;6;6;6;6;6;1;2;4;3;5;13;1;2;5;0,547573373
302;2;2;6;6;3;6;2;1;0;30;1;6;1;2;2;2;2;2;1;2;1;2;6;6;6;5;2;3;2;5;5;4;2;2;1;1;2;6;6;6;8;1;4;1;3;3;1;2;8;1,430665139
303;2;1;3;1;3;6;2;2;0;6;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;3;3;3;4;2;2;2;2;1;1;1;2;1;1;1;5;3;13;2;2;9;1,882792284
304;2;1;3;1;3;6;1;2;0;2;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;1;3;1;4;3;2;2;2;2;1;1;1;2;1;2;3;4;5;12;1;2;3;0,583836786
305;1;1;3;2;6;3;2;2;3;0;6;2;6;6;6;2;2;2;2;2;2;1;2;2;1;1;66;3;3;3;3;3;6;6;6;6;6;6;6;6;1;2;0;9;2;11;2;1;4;0,524769274
306;1;1;3;2;6;3;2;3;2;0;6;2;6;6;6;2;2;2;2;2;1;2;6;6;6;1;66;2;2;2;2;2;6;6;6;6;6;6;6;6;1;1;3;6;2;9;1;1;3;0,527677197
307;2;1;3;1;3;6;1;3;0;4;1;6;2;2;1;2;2;2;2;2;1;2;6;6;6;1;66;1;4;2;5;2;2;2;2;2;1;2;2;1;1;2;2;8;4;9;1;1;4;0,677547718
308;1;1;3;2;6;3;2;2;15;0;6;2;6;6;6;2;2;2;2;2;2;1;2;2;2;1;66;5;5;5;5;5;6;6;6;6;6;6;6;6;1;2;2;6;2;9;1;2;3;1,495267957
309;2;2;6;6;3;6;2;3;0;6;2;6;6;6;6;2;2;2;2;2;2;1;2;2;2;1;66;1;2;1;5;2;2;2;2;2;1;2;2;1;1;2;3;8;1;7;1;2;4;0,376480121
310;1;2;6;6;6;6;2;3;2;3;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;5;1;2;4;6;6;6;6;6;6;6;6;1;2;3;1;5;9;4;1;10;1,416118653
311;1;1;3;2;6;3;1;2;1;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;3;5;1;5;3;6;6;6;6;6;6;6;6;1;2;0;4;2;10;1;2;6;0,616856405
312;2;2;6;6;3;6;1;2;0;4;1;6;2;1;2;2;2;2;2;2;2;1;1;2;2;1;66;1;3;3;3;4;2;2;2;2;1;2;2;1;1;2;2;9;1;6;2;1;6;3,191272071
313;1;2;6;6;6;6;2;3;1;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;6;6;6;6;6;6;6;6;6;6;6;6;6;2;2;2;1;1;77;4;2;77;1,884482509
314;1;1;3;2;6;3;1;2;5;0;6;1;2;1;2;2;2;2;2;2;2;1;2;2;2;1;66;1;2;3;5;5;6;6;6;6;6;6;6;6;1;2;2;8;2;11;2;1;10;0,768534853
315;1;1;3;2;6;3;1;2;10;0;6;2;6;6;6;2;2;2;2;1;2;2;6;6;6;1;66;1;2;1;1;5;6;6;6;6;6;6;6;6;1;2;2;5;96;96;96;96;NA;1,606453904
316;2;1;3;1;2;6;1;1;0;3;1;6;1;2;2;2;2;2;2;2;2;1;2;1;2;6;1;1;5;3;5;4;2;2;2;1;1;1;2;2;1;2;4;5;96;96;96;96;NA;0,81180005
317;2;2;6;6;3;6;2;1;0;0;6;6;6;6;6;2;2;2;2;2;2;1;1;2;2;1;66;5;5;5;5;5;2;2;1;2;1;2;2;1;96;96;4;1;5;9;96;96;996;1,255614328
318;1;1;3;2;6;3;2;1;5;0;6;2;6;6;6;2;1;2;2;2;2;2;6;6;6;1;66;1;3;3;3;3;6;6;6;6;6;6;6;6;1;2;0;3;3;13;2;1;9;0,866470864
319;1;1;3;2;6;3;1;2;30;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;5;5;3;5;5;6;6;6;6;6;6;6;6;1;2;0;4;1;7;1;2;3;0,972948509
320;1;1;3;2;6;3;2;1;6;0;6;2;6;6;6;1;2;2;1;2;2;2;6;6;6;1;66;5;5;2;4;5;6;6;6;6;6;6;6;6;1;2;3;1;3;88;1;1;3;1,063512691
321;2;1;3;1;3;6;1;2;777;20;2;6;6;6;6;2;2;2;1;2;2;2;6;6;6;5;2;1;1;2;5;2;1;2;1;2;1;2;1;2;1;2;1;5;2;77;1;2;6;2,758570196
322;2;1;3;1;3;6;2;1;1;15;1;6;2;1;2;1;2;2;2;2;2;2;6;6;6;6;2;2;5;3;5;5;8;2;2;2;1;2;2;1;1;2;3;5;96;96;96;96;NA;0,886379484
323;1;1;3;2;6;3;1;2;1;0;6;1;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;5;5;5;5;5;6;6;6;6;6;6;6;6;1;2;3;8;4;12;1;1;8;1,451820316
324;2;2;6;6;3;6;1;2;0;2;2;6;6;6;6;1;2;2;1;2;1;2;6;6;6;7;6;1;3;5;5;5;2;2;2;2;1;1;2;2;1;2;2;5;1;5;2;2;5;0,90563443
325;1;1;3;1;6;6;2;1;0;1;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;1;1;2;1;5;5;6;6;6;6;6;6;6;6;96;96;3;1;1;5;96;96;996;4,354176401
326;2;2;6;6;3;6;2;2;0;4;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;4;4;4;4;1;1;2;2;1;2;1;2;1;2;0;5;2;7;2;1;4;0,66931873
327;2;1;3;1;3;6;1;2;0;2;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;1;1;4;2;2;2;2;2;2;2;6;6;6;1;2;2;1;3;8;1;2;9;1,146259118
328;1;1;3;2;6;3;2;2;30;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;6;6;1;3;2;4;1;6;6;6;6;6;6;6;6;1;1;2;7;3;10;3;1;3;1,110779945
329;2;2;6;6;3;6;2;3;777;888;6;6;6;6;6;2;2;2;2;2;1;2;6;6;6;1;66;1;5;2;5;1;1;2;2;2;2;6;6;6;1;2;4;9;5;12;3;1;4;0,404279918
330;1;2;6;6;6;6;1;2;25;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;1;2;3;1;2;6;6;6;6;6;6;6;6;96;96;2;4;5;9;96;96;996;0,33731504
331;2;1;3;1;3;6;1;2;0;5;1;6;2;2;1;2;2;2;2;2;1;2;6;6;6;1;66;5;2;2;4;1;2;2;2;1;2;6;6;6;1;2;1;4;4;10;4;1;11;0,863713659
332;2;1;3;1;3;6;1;2;0;3;2;6;6;6;6;2;2;2;2;2;2;1;2;2;1;1;66;1;3;3;3;5;2;2;2;2;1;1;1;2;1;1;0;7;1;9;2;2;5;1,318701005
333;1;1;3;2;6;3;1;2;7;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;1;4;1;3;6;6;6;6;6;6;6;6;1;2;1;2;2;8;1;2;5;1,195959405
334;1;1;3;2;6;1;1;1;8;0;6;1;1;2;2;6;6;6;6;6;6;6;6;6;6;6;2;2;5;5;2;3;6;6;6;6;6;6;6;6;1;2;0;2;4;11;3;1;6;0,886577428
335;1;2;6;6;6;6;2;2;2;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;5;2;5;4;6;6;6;6;6;6;6;6;1;2;0;8;1;5;2;1;4;1,074191083
336;2;2;6;6;3;6;2;2;0;11;2;6;6;6;6;2;2;2;1;2;2;2;6;6;6;4;2;2;5;3;5;5;2;2;2;1;2;6;6;6;1;1;3;3;5;6;3;1;6;0,434608707
337;1;1;3;2;6;3;2;2;2;0;6;2;6;6;6;2;1;2;2;2;2;2;6;6;6;1;66;5;5;1;5;1;6;6;6;6;6;6;6;6;1;2;0;6;1;9;1;1;6;1,782919747
338;1;1;3;2;6;2;2;1;4;1;6;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;66;2;1;2;2;1;6;6;6;6;6;6;6;6;1;1;3;5;2;6;3;2;1;1,199223332
339;2;1;3;1;3;6;2;3;0;10;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;5;3;2;5;2;2;2;2;1;2;2;1;1;2;2;2;2;10;2;2;6;0,560568162
340;1;1;3;2;6;3;2;2;4;0;6;2;6;6;6;2;2;2;2;2;2;1;2;2;1;1;66;1;2;3;3;5;6;6;6;6;6;6;6;6;1;2;1;7;5;88;2;2;6;0,27905681
341;1;1;3;2;6;3;1;2;777;0;6;6;6;6;6;2;2;2;2;2;2;1;1;2;2;1;66;5;5;1;2;2;6;6;6;6;6;6;6;6;1;2;3;5;96;96;96;96;NA;1,61415289
342;1;1;3;2;6;3;1;2;10;0;6;1;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;2;5;2;4;5;6;6;6;6;6;6;6;6;1;2;1;7;5;10;4;1;1;0,267671264
343;1;2;6;6;6;6;2;1;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;3;3;4;4;6;6;6;6;6;6;6;6;1;2;1;1;3;3;1;2;5;2,718273858
344;1;1;3;2;6;3;2;2;20;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;5;2;5;5;6;6;6;6;6;6;6;6;1;2;4;7;5;12;2;1;6;0,443368451
345;1;2;6;6;6;6;2;3;4;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;5;2;5;5;6;6;6;6;6;6;6;6;1;2;3;5;3;12;1;1;7;0,936288445
346;2;1;3;1;3;6;1;2;0;4;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;2;1;5;2;2;2;2;2;1;2;2;2;1;2;0;5;4;11;1;2;3;0,506783201
347;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;1;3;2;4;4;2;2;2;2;1;1;2;2;1;2;1;5;5;12;2;1;5;0,421528129
348;1;1;3;2;6;3;1;2;50;0;6;1;2;2;1;2;2;2;2;1;2;2;6;6;6;6;1;3;5;2;5;3;6;6;6;6;6;6;6;6;1;1;3;4;5;9;1;2;7;0,440450443
349;2;1;3;1;3;6;1;1;0;3;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;6;2;2;3;4;3;3;2;2;2;2;1;2;2;1;1;1;0;1;3;9;2;1;10;0,652788129
350;1;2;6;6;6;6;1;2;3;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;3;2;4;4;6;6;6;6;6;6;6;6;1;2;4;9;5;11;2;1;8;0,624580714
351;2;1;3;1;3;6;2;1;0;5;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;1;2;3;4;4;1;1;1;2;1;1;1;2;1;2;4;6;3;13;1;2;5;0,791026632
352;2;1;3;1;3;6;2;3;0;3;1;6;1;2;2;1;2;2;1;2;2;2;6;6;6;1;66;3;3;4;3;2;2;2;1;1;1;2;2;2;1;2;3;5;2;9;3;1;7;1,21260639
353;2;1;3;1;3;6;1;2;0;6;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;1;1;1;2;1;1;2;1;2;1;2;2;1;1;1;0;5;3;7;1;1;10;0,334128414
354;1;2;6;6;6;6;2;1;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;4;3;5;5;6;6;6;6;6;6;6;6;1;2;4;1;5;9;1;1;4;0,464922329
355;2;1;3;1;3;6;2;3;0;6;1;6;2;2;1;2;2;2;2;2;2;1;2;2;1;1;66;1;1;3;4;4;2;2;2;2;1;2;2;1;1;2;3;8;1;8;2;1;8;1,358534691
356;1;2;6;6;6;6;1;1;4;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;5;5;5;5;4;6;6;6;6;6;6;6;6;1;2;4;5;96;96;96;96;NA;0,583503148
357;1;1;3;2;6;3;1;2;3;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;5;3;4;3;6;6;6;6;6;6;6;6;1;2;0;5;5;12;2;1;8;0,278618675
358;1;1;3;2;6;3;2;1;3;0;6;2;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;2;1;3;5;5;6;6;6;6;6;6;6;6;1;2;2;6;3;12;2;1;6;0,886328318
359;2;2;6;6;3;6;1;2;0;2;2;6;6;6;6;2;2;2;2;2;1;2;6;6;6;1;66;5;5;2;5;5;2;2;2;2;2;6;6;6;1;1;0;8;1;8;2;1;6;2,686133406
360;1;1;3;2;6;3;2;2;10;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;3;2;2;4;6;6;6;6;6;6;6;6;1;2;1;5;2;11;1;2;6;0,285277797
361;2;1;3;1;3;6;1;2;0;10;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;2;2;4;4;2;2;2;2;1;2;2;1;1;2;3;3;1;4;1;2;5;1,192499103
362;2;2;6;6;3;6;1;3;0;3;1;6;1;2;2;2;2;2;2;2;2;1;1;2;2;1;66;1;5;1;2;1;2;2;2;2;1;2;1;2;1;2;2;7;2;7;2;1;9;0,366021503
363;1;1;3;2;6;3;1;2;2;0;6;1;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;1;1;2;3;2;6;6;6;6;6;6;6;6;1;2;2;2;2;8;1;1;1;0,750168015
364;2;2;6;6;3;6;2;2;0;1;2;6;6;6;6;2;2;2;2;2;2;1;1;2;2;6;6;2;5;2;2;5;2;2;2;2;2;6;6;6;1;1;3;3;2;7;2;1;6;0,710324212
365;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;5;3;3;4;5;2;2;2;2;1;2;2;1;1;1;3;2;4;9;1;1;6;0,591221805
366;1;1;2;2;6;3;2;1;1;0;6;2;6;6;6;2;2;2;2;1;2;2;6;6;6;1;66;3;3;3;5;5;6;6;6;6;6;6;6;6;1;2;0;5;96;96;96;96;NA;3,899955046
367;2;1;3;1;1;6;1;2;0;1;1;6;1;2;2;6;6;6;6;6;6;6;6;6;6;1;66;2;3;1;3;2;2;2;2;2;1;2;2;1;1;2;0;3;4;11;1;1;7;0,391636286
368;2;2;6;6;3;6;1;2;0;7;1;6;1;2;2;2;2;2;2;2;2;1;2;2;2;6;2;2;2;2;2;3;2;2;2;2;1;1;1;2;1;2;3;5;4;10;1;1;3;0,327970405
369;2;1;3;1;3;6;2;3;0;3;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;1;5;4;4;5;2;2;2;2;1;2;2;1;1;1;0;2;3;11;2;1;11;0,461499952
370;2;1;3;1;3;6;2;2;0;1;2;6;6;6;6;2;1;2;2;2;2;2;6;6;6;1;66;5;2;1;5;5;2;2;2;2;1;1;2;2;1;2;1;5;96;96;96;96;NA;0,627412116
371;2;1;3;1;3;6;1;2;2;15;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;4;4;4;4;2;2;2;2;1;1;1;2;1;2;0;6;1;9;1;1;1;1,225677457
372;2;2;6;6;3;6;2;2;0;10;1;6;1;2;2;2;2;2;1;2;2;2;6;6;6;6;3;2;1;2;4;1;2;2;1;2;1;2;2;1;1;1;4;6;3;77;1;1;1;2,95261924
373;2;1;3;1;3;6;2;3;0;1;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;3;3;5;1;2;2;2;2;1;2;2;1;1;1;1;8;1;9;1;1;5;4,064573736
374;2;1;3;1;3;6;2;1;0;8;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;6;3;3;2;2;1;2;2;1;1;2;1;1;2;2;1;2;3;3;3;77;3;1;6;0,627412116
375;1;2;6;6;6;6;1;2;6;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;3;2;1;3;6;6;6;6;6;6;6;6;2;2;0;3;2;6;3;1;11;0,482849669
376;2;1;3;1;3;6;2;1;0;3;2;6;6;6;6;2;2;1;2;2;2;2;6;6;6;6;3;5;3;2;5;5;2;2;1;1;2;6;6;6;1;1;2;1;2;5;1;1;10;1,471796121
377;1;2;6;6;6;6;2;2;5;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;5;2;2;5;5;6;6;6;6;6;6;6;6;1;2;4;7;2;9;1;2;6;0,709770222
378;1;1;3;2;6;3;2;2;0;0;6;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;1;4;4;2;2;6;6;6;6;6;6;6;6;96;96;2;5;4;11;96;96;996;0,500118213
379;2;2;6;6;3;6;1;2;0;3;1;6;1;2;2;2;2;2;2;2;2;1;1;2;2;1;66;5;2;3;4;5;1;2;1;2;2;6;6;6;1;1;3;4;1;5;3;1;1;0,892188988
380;1;1;3;2;6;3;1;2;15;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;5;2;4;5;6;6;6;6;6;6;6;6;1;2;4;7;5;12;1;1;6;0,886736902
381;2;2;6;6;3;6;1;3;0;12;1;6;1;2;2;2;2;2;2;2;2;1;1;2;2;1;66;1;4;4;4;4;2;2;2;2;2;6;6;6;96;96;3;5;2;5;96;96;996;0,722471524
382;1;1;3;2;6;3;1;2;10;0;6;1;1;2;2;2;2;2;2;2;2;1;1;2;2;1;66;1;4;1;2;1;6;6;6;6;6;6;6;6;1;2;3;7;4;10;1;1;11;0,888306372
